"catalogNumber","scientificName","country","locality","minimumAltitudeInMeters","eventDate","recordedBy","otherCatalogNumbers","specimen_image","cover_image","cover_barcode","sheet_type","latitude","longitude","formatted_address"
"FI-HCI-00050596","Thaspium trifoliatum","","P. Yenn","",,"H. P. Hartwell","FI-HCI-00050596","/CP1_20240402_BATCH_0001/FI-HCI-00050596.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021882.jpg","Folder-FI-HCI-0021882","",,,
"FI-HCI-00050597","Selinum broteri Hoffmanns. & Link.","France","Huelgoat (dép. Finistère), bord de route.","",1975,"J. Hoarher","FI-HCI-00050597","/CP1_20240402_BATCH_0001/FI-HCI-00050597.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021883.jpg","Folder-FI-HCI-0021883","",48.364725,-3.745646,"29690 huelgoat, france"
"FI-HCI-00050598","Conioselinum canadense Torr & Gr.","","Cleveland, Ohio.","",,"collector unknown","FI-HCI-00050598","/CP1_20240402_BATCH_0001/FI-HCI-00050598.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021884.jpg","Folder-FI-HCI-0021884","",41.49932,-81.6943605,"cleveland, oh, usa"
"FI-HCI-00050599","Conioselinum canadense Torr & Gray.","","Illinois.","",,"Vasey","FI-HCI-00050599","/CP1_20240402_BATCH_0001/FI-HCI-00050599.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021884.jpg","Folder-FI-HCI-0021884","",40.6331249,-89.3985283,"illinois, usa"
"FI-HCI-00050600","Seseli carvifolium Vill.","","Prope Toutan","",1854,"Boissier* | Reider*","FI-HCI-00050600","/CP1_20240402_BATCH_0001/FI-HCI-00050600.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021885.jpg","Folder-FI-HCI-0021885","",,,
"FI-HCI-00050601","Seseli carvifolium Vill.","","S. Dalmarzo di pasida*: Vallone della Winiera* (Alpi marittime).","",1892,"E. Ferrari","FI-HCI-00050601","/CP1_20240402_BATCH_0001/FI-HCI-00050601.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021885.jpg","Folder-FI-HCI-0021885","",43.9466791,7.179026,"alpes-maritimes, france"
"FI-HCI-00050602","Seseli carvifolium Vill.","","Environs de St-Martin-Lantosque (Alpes-Maritimes).","",1865,"G. Thuret","FI-HCI-00050602","/CP1_20240402_BATCH_0001/FI-HCI-00050602.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021885.jpg","Folder-FI-HCI-0021885","",44.07014,7.256428,"06450 saint-martin-vésubie, france"
"FI-HCI-00050603","Seseli carvifolium Vill.","","Limoue*: salando alla* Buffu* (Alpi maritime).","",1891,"E. Ferrari","FI-HCI-00050603","/CP1_20240402_BATCH_0001/FI-HCI-00050603.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021885.jpg","Folder-FI-HCI-0021885","Multisheet",,,
"FI-HCI-00050604","","","","",,"collector unknown","FI-HCI-00050604","/CP1_20240402_BATCH_0001/FI-HCI-00050604.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021885.jpg","Folder-FI-HCI-0021885","Multisheet",,,
"FI-HCI-00050605","Selinum carvifolium l.","","La! Val Intrafia*., freq! i ngagndinell*. ","",1873,"Mtr*","FI-HCI-00050605","/CP1_20240402_BATCH_0001/FI-HCI-00050605.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021886.jpg","Folder-FI-HCI-0021886","",,,
"FI-HCI-00050606","Seseli","","In regione alitina* inferiore* Wry* Cromont.","",1849,"ex herb. Parlatoreanum ","FI-HCI-00050606","/CP1_20240402_BATCH_0001/FI-HCI-00050606.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021886.jpg","Folder-FI-HCI-0021886","",45.9302661,24.4616381,"557005 alțâna, romania"
"FI-HCI-00050607","Seseli carvifolium Villar","","Pascoli veelival* Peroza*.","",,"Dr. Ed. Rostan","FI-HCI-00050607","/CP1_20240402_BATCH_0001/FI-HCI-00050607.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021886.jpg","Folder-FI-HCI-0021886","",,,
"FI-HCI-00050608","Seseli carvifolium Vill.","Italiana","Dronero (cuneo) - pr. torr. Macra.","",1910,"C. G. Gresino","FI-HCI-00050608","/CP1_20240402_BATCH_0001/FI-HCI-00050608.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021886.jpg","Folder-FI-HCI-0021886","",44.463319,7.3677052,"12025 dronero, province of cuneo, italy"
"FI-HCI-00050609","Seseli carvifolium Vill.","Italicum","Colle di Teuva* freq. luugo* lo stravale*.","",1932,"D.r Ferdinando Vignolo-Lutati","FI-HCI-00050609","/CP1_20240402_BATCH_0001/FI-HCI-00050609.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021886.jpg","Folder-FI-HCI-0021886","",62.4795347,21.7391117,"64700 teuva, finland"
"FI-HCI-00050610","Seseli carvifolium Vill.","","Pâturages secs des collines, Val Perosa.","",1890,"Dr. Ed. Rostan","FI-HCI-00050610","/CP1_20240402_BATCH_0001/FI-HCI-00050610.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021886.jpg","Folder-FI-HCI-0021886","",,,
"FI-HCI-00050611","Seseli carvifolium Vill.","","Piemond! Bardoneche.","",1863,"ex herb. Beccari","FI-HCI-00050611","/CP1_20240402_BATCH_0001/FI-HCI-00050611.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021886.jpg","Folder-FI-HCI-0021886","",45.0742861,6.6960506,"10052 bardonecchia, metropolitan city of turin, italy"
"FI-HCI-00050612","Selinum carvifolia L.","","Neiboschi presso Leyni. (Torino*).","",1890,"E. Ferrari","FI-HCI-00050612","/CP1_20240402_BATCH_0001/FI-HCI-00050612.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021886.jpg","Folder-FI-HCI-0021886","Multisheet",45.1834524,7.7159414,"10040 leini, metropolitan city of turin, italy"
"FI-HCI-00050613","","","","",,"collector unknown","FI-HCI-00050613","/CP1_20240402_BATCH_0001/FI-HCI-00050613.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021886.jpg","Folder-FI-HCI-0021886","Multisheet",,,
"FI-HCI-00050614","Seseli carvifolium Vill.","","Presseli* espest* ostiru* Laugo* val Perosa*.?","",,"Dr. Ed. Rostan","FI-HCI-00050614","/CP1_20240402_BATCH_0001/FI-HCI-00050614.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021887.jpg","Folder-FI-HCI-0021887","",,,
"FI-HCI-00050615","Seseli carvifolium Vill.","","!","",,"ex herb. R. Musei Florentini","FI-HCI-00050615","/CP1_20240402_BATCH_0001/FI-HCI-00050615.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021887.jpg","Folder-FI-HCI-0021887","",,,
"FI-HCI-00050616","Seseli carvifolium Vill.","","Ferrero i margini dei borlei* presso l'Alpe* Orpèré.","1500 m.",1938,"Martomo* Sicriello*","FI-HCI-00050616","/CP1_20240402_BATCH_0001/FI-HCI-00050616.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021887.jpg","Folder-FI-HCI-0021887","",52.054758,0.69408,"borley, sudbury co10 7ae, uk"
"FI-HCI-00050617","Selinum carvifolia L.","","Avaro (Biello) Coschi lungo la vertra del forrente Cropa*.","900 m.",1942,"Pj.* G. Negri | Fontana","FI-HCI-00050617","/CP1_20240402_BATCH_0001/FI-HCI-00050617.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021887.jpg","Folder-FI-HCI-0021887","",,,
"FI-HCI-00050618","Selinum carvifolia L.","","Dintormi* di Volotieu* Suoghi* frischi* Vol gesso (A.M.). ","1300 m. ",1961,"P. G. Bono","FI-HCI-00050618","/CP1_20240402_BATCH_0001/FI-HCI-00050618.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021887.jpg","Folder-FI-HCI-0021887","",,,
"FI-HCI-00050619","Seseli carvifolium Vill.","","Val d'Aosta, Rupé lungo la Strada tra Troubles* e St Bliemi*. ","1600 m.",1904,"E. Ferrari","FI-HCI-00050619","/CP1_20240402_BATCH_0001/FI-HCI-00050619.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021887.jpg","Folder-FI-HCI-0021887","",45.7388878,7.4261866,"aosta valley, italy"
"FI-HCI-00050620","Seseli carvifolium Vill.","","Ponte* Bernerdo*, Alte* Barricate (Alp. maritt.).","",1894,"E. Ferrari","FI-HCI-00050620","/CP1_20240402_BATCH_0001/FI-HCI-00050620.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021887.jpg","Folder-FI-HCI-0021887","",44.3503872,7.0179239,"12010 pontebernardo, province of cuneo, italy"
"FI-HCI-00050621","Seseli carvifolium Vill.","Italicarum","Bords des bois des collines Vandoises. ","",1880,"Dr. Ed. Rostan","FI-HCI-00050621","/CP1_20240402_BATCH_0001/FI-HCI-00050621.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021887.jpg","Folder-FI-HCI-0021887","",,,
"FI-HCI-00050622","Selinum carvifolia L.","","Alba: boschi e rive umide presso la Cascina le Barche in Vaccheria.","",1914,"E. Ferrari | Dr. Vignolo-Lutati","FI-HCI-00050622","/CP1_20240402_BATCH_0001/FI-HCI-00050622.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021887.jpg","Folder-FI-HCI-0021887","",45.2121769,8.4180963,"13030 rive vc, italy"
"FI-HCI-00050623","Selinum carvifolia L.","","Pianezzo.","1000 m. ",1857,"A. Fransoni*","FI-HCI-00050623","/CP1_20240402_BATCH_0001/FI-HCI-00050623.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021888.jpg","Folder-FI-HCI-0021888","",46.1695122,9.0298251,"pianezzo, bellinzona, switzerland"
"FI-HCI-00050624","Selinum carvifolia Lin*.","","In paludosis prov. Cremonensis* o* Grumone.","",1864,"Ex herb. R. Musæi Florentini","FI-HCI-00050624","/CP1_20240402_BATCH_0001/FI-HCI-00050624.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","",45.2447476,10.0968682,"26010 grumone cr, italy"
"FI-HCI-00050625","Selinum carvifolia L.","","Luogli rohidvi rei Boccoli Grunone.*","",1864,"Ex herb. R. Musæi Florentini  ","FI-HCI-00050625","/CP1_20240402_BATCH_0001/FI-HCI-00050625.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","Multisheet",,,
"FI-HCI-00050626","","","","",,"collector unknown","FI-HCI-00050626","/CP1_20240402_BATCH_0001/FI-HCI-00050626.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","Multisheet",,,
"FI-HCI-00050627","","","","",,"collector unknown","FI-HCI-00050627","/CP1_20240402_BATCH_0001/FI-HCI-00050627.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","Multisheet",,,
"FI-HCI-00050628","Selinum carvifolia L.","","Luogli! rohidvi! rei! Boccoli! Srunone! ","",1864,"Ex herb. R. Musæi Florentini ","FI-HCI-00050628","/CP1_20240402_BATCH_0001/FI-HCI-00050628.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","Multisheet",,,
"FI-HCI-00050629","","","","",,"collector unknown","FI-HCI-00050629","/CP1_20240402_BATCH_0001/FI-HCI-00050629.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","Multisheet",,,
"FI-HCI-00050630","Selinum carvifolia","","Melurofi umide puapi Cavia.*","",1872,"collector unknown","FI-HCI-00050630","/CP1_20240402_BATCH_0001/FI-HCI-00050630.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","",,,
"FI-HCI-00050631","Selinum carvifolia L.",""," M.te; Lombardia Hialgrale* Nosraglic* luugo* torrente aisuullo*, sito umido = M.te Baro.","",1902,"M. Campreui*","FI-HCI-00050631","/CP1_20240402_BATCH_0001/FI-HCI-00050631.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","",45.8325,9.379167,"monte barro, 23851 galbiate, province of lecco, italy"
"FI-HCI-00050633","Selinum carvifolia L.","","","",,"collector unknown","FI-HCI-00050633","/CP1_20240402_BATCH_0001/FI-HCI-00050633.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","",,,
"FI-HCI-00050634","Selinum carvifolia l.","Italica","Prati torbosi nelle spaude* del Lago di Manteva*.","",1904,"Adr. Fiori","FI-HCI-00050634","/CP1_20240402_BATCH_0001/FI-HCI-00050634.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","",,,
"FI-HCI-00050635","Selinum carvifolia L.","Italica","Malgrato M ti Baro Bosea glio sungo lunento asuutto*, sito uurio*.","",1902,"Zet.* Camperio","FI-HCI-00050635","/CP1_20240402_BATCH_0001/FI-HCI-00050635.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","",45.8503158,9.3773624,"malgrate, province of lecco, italy"
"FI-HCI-00050636","Selinum carvifolia","","Mylinum* Carnifolia* Gau* inumbriotif*.","",,"collector unknown","FI-HCI-00050636","/CP1_20240402_BATCH_0001/FI-HCI-00050636.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","",,,
"FI-HCI-00050637","Selinum carvifolia L*.",""," in nemoribus Graveline.","",,"collector unknown","FI-HCI-00050637","/CP1_20240402_BATCH_0001/FI-HCI-00050637.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","",,,
"FI-HCI-00050638","Selinum carvifolia","","Caulefulealo acutangolo folidif apicecallofo mueronatif insyloif firope Ticinum.*","",,"collector unknown","FI-HCI-00050638","/CP1_20240402_BATCH_0001/FI-HCI-00050638.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","Multisheet",45.1853967,9.1552562,"27100 pavia, province of pavia, italy"
"FI-HCI-00050639","","","","",,"collector unknown","FI-HCI-00050639","/CP1_20240402_BATCH_0001/FI-HCI-00050639.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021889.jpg","Folder-FI-HCI-0021889","Multisheet",,,
"FI-HCI-00050640","Selinum carvifolia","","Reveane di Ponte uelle Alpi (BL).","375 m.",1912,"ex herb. Argenti","FI-HCI-00050640","/CP1_20240402_BATCH_0001/FI-HCI-00050640.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021890.jpg","Folder-FI-HCI-0021890","",46.167276,12.3280746,"32014 reveane, province of belluno, italy"
"FI-HCI-00050642","Selinum carvifolia","","Litore veneto. ","",1845,"V. Kellner","FI-HCI-00050642","/CP1_20240402_BATCH_0001/FI-HCI-00050642.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021891.jpg","Folder-FI-HCI-0021891","",45.7623333,11.690976,"veneto, italy"
"FI-HCI-00050643","Selinum carvifolium L.","","Frinli* Strasdoo.","",1868,"C. Marchesetti","FI-HCI-00050643","/CP1_20240402_BATCH_0001/FI-HCI-00050643.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021891.jpg","Folder-FI-HCI-0021891","",,,
"FI-HCI-00050645","Selinum carvifolia L.","","S. Silvestri (valle del l'Erlezzo*), Bacino medio del Natisone.","",1901,"M. Minio","FI-HCI-00050645","/CP1_20240402_BATCH_0001/FI-HCI-00050645.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021891.jpg","Folder-FI-HCI-0021891","",46.1012605337338,13.442305295673,"natisone"
"FI-HCI-00050646","Selinum carvifolia L.","","Impaluitirm*. dell* Erbezzo*. Bacino medio del Natisone.","",1901,"M. Minio","FI-HCI-00050646","/CP1_20240402_BATCH_0001/FI-HCI-00050646.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021891.jpg","Folder-FI-HCI-0021891","",45.6394284,11.0015336,"37020 erbezzo vr, italy"
"FI-HCI-00050647","Selinum carvifolia L.","","Paludo* Antole Tropine, Bellunese.","",1915,"M. Minio","FI-HCI-00050647","/CP1_20240402_BATCH_0001/FI-HCI-00050647.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021891.jpg","Folder-FI-HCI-0021891","",46.139575,12.1601891,"32100 antole, province of belluno, italy"
"FI-HCI-00050648","Pratensis","","","",,"","FI-HCI-00050648","/CP1_20240402_BATCH_0001/FI-HCI-00050648.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021891.jpg","Folder-FI-HCI-0021891","",,,
"FI-HCI-00050649","","","","",,"","FI-HCI-00050649","/CP1_20240402_BATCH_0001/FI-HCI-00050649.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021891.jpg","Folder-FI-HCI-0021891","",,,
"FI-HCI-00050650","","","","",,"","FI-HCI-00050650","/CP1_20240402_BATCH_0001/FI-HCI-00050650.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021891.jpg","Folder-FI-HCI-0021891","",,,
"FI-HCI-00050651","","","","",,"","FI-HCI-00050651","/CP1_20240402_BATCH_0001/FI-HCI-00050651.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021891.jpg","Folder-FI-HCI-0021891","",,,
"FI-HCI-00050652","","","","",,"","FI-HCI-00050652","/CP1_20240402_BATCH_0001/FI-HCI-00050652.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021891.jpg","Folder-FI-HCI-0021891","",,,
"FI-HCI-00050653","","","","",,"","FI-HCI-00050653","/CP1_20240402_BATCH_0001/FI-HCI-00050653.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021891.jpg","Folder-FI-HCI-0021891","",,,
"FI-HCI-00050654","","","","",,"","FI-HCI-00050654","/CP1_20240402_BATCH_0001/FI-HCI-00050654.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021892.jpg","Folder-FI-HCI-0021892","",,,
"FI-HCI-00034128","sativa","","Asolo: C. S. Giorgio Pendi* poperti ubsp. sast.*","",1913,"P. Boizou","FI-HCI-00034128","/CP1_20240402_BATCH_0001/FI-HCI-00034128.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021672.jpg","Folder-FI-HCI-0021672","",,,
"FI-HCI-00034156","capillacea","","New Castle Cose* Delaware.","",1863,"Wm. M. Canby","FI-HCI-00034156","/CP1_20240402_BATCH_0001/FI-HCI-00034156.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021678.jpg","Folder-FI-HCI-0021678","",39.6620397,-75.5668166,"new castle, de 19720, usa"
"FI-HCI-00034167","cynapium","","! pare ! ?","",1891,"Canneva G.B.","FI-HCI-00034167","/CP1_20240402_BATCH_0001/FI-HCI-00034167.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021681.jpg","Folder-FI-HCI-0021681","",,,
"FI-HCI-00034170","cynapium","","Prato-sopra-la-Croce.","",1867,"collector unknown","FI-HCI-00034170","/CP1_20240402_BATCH_0001/FI-HCI-00034170.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021681.jpg","Folder-FI-HCI-0021681","",44.4509253,9.4251523,"16041 prato sopralacroce ge, italy"
"FI-HCI-00034172","cynapium","","Alpi marit (territ di Tenda*). Vallata Refrei, von l'arbouatura*.","",1872,"collector unknown","FI-HCI-00034172","/CP1_20240402_BATCH_0001/FI-HCI-00034172.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021681.jpg","Folder-FI-HCI-0021681","",44.1369029,7.639944,"réfrei, 06430 tende, france"
"FI-HCI-00034204","cynapium","","Boseti* campi siepi* - del Bassanese.","",,"ex herb. Vaccari","FI-HCI-00034204","/CP1_20240402_BATCH_0001/FI-HCI-00034204.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021685.jpg","Folder-FI-HCI-0021685","",,,
"FI-HCI-00034268","cynapium","","In locis umbrosis ad margins rivuli ""Katte Wiede Nardhuise*"".","",1882,"Vock","FI-HCI-00034268","/CP1_20240402_BATCH_0001/FI-HCI-00034268.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",,,
"FI-HCI-00034299","cynapioides","","Helvetia. Goldiwil-Thun.","",1906,"Stéphen Sommier","FI-HCI-00034299","/CP1_20240402_BATCH_0001/FI-HCI-00034299.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",46.733329,7.68333,"3653 goldiwil, switzerland"
"FI-HCI-00034385","","Algeria","","",,"Bové","FI-HCI-00034385","/CP1_20240402_BATCH_0001/FI-HCI-00034385.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021713.jpg","Folder-FI-HCI-0021713","",,,
"FI-HCI-00034389","leptophyllum","","Maderenses. Ribero seco.","",1865,"Mandon","FI-HCI-00034389","/CP1_20240402_BATCH_0001/FI-HCI-00034389.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021715.jpg","Folder-FI-HCI-0021715","",,,
"FI-HCI-00034415","virescens","Italia","In pascius elatis.?","",1880,"Ex herb. A. Biondi","FI-HCI-00034415","/CP1_20240402_BATCH_0001/FI-HCI-00034415.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021725.jpg","Folder-FI-HCI-0021725","",,,
"FI-HCI-00034425","peucedanoides","","Calabria-Sila.","",1918,"Fiori Adr.","FI-HCI-00034425","/CP1_20240402_BATCH_0001/FI-HCI-00034425.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021726.jpg","Folder-FI-HCI-0021726","",39.3565523,16.5159804,"la sila, 87058 spezzano della sila, province of cosenza, italy"
"FI-HCI-00034427","peucedanoides","Italia","Calabria-Sila, in ditione Longobucco, loco Fossiata dicto.","1300 m",1918,"Fiori Adr.","FI-HCI-00034427","/CP1_20240402_BATCH_0001/FI-HCI-00034427.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021726.jpg","Folder-FI-HCI-0021726","",39.397166,16.588981,"87066 fossiata cs, italy"
"FI-HCI-00034454","peucedanoides","","In campestribus dumosis inter pag. R. Gotham et Feretelok Transcilvaniæ centralis.*","",1875,"JANKA","FI-HCI-00034454","/CP1_20240402_BATCH_0001/FI-HCI-00034454.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021732.jpg","Folder-FI-HCI-0021732","",,,
"FI-HCI-00034495","pratensis","","","",1838,"Ball J","FI-HCI-00034495","/CP1_20240402_BATCH_0001/FI-HCI-00034495.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021736.jpg","Folder-FI-HCI-0021736","",,,
"FI-HCI-00034499","flavescens","","Bassi Pirenia Contabroco.*","",1841,"Bubani P.","FI-HCI-00034499","/CP1_20240402_BATCH_0001/FI-HCI-00034499.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021736.jpg","Folder-FI-HCI-0021736","",,,
"FI-HCI-00034676","athamanticum","","Dc. Cred. Bev. Jl. Zende.*","",1877,"NARDUCCI","FI-HCI-00034676","/CP1_20240402_BATCH_0001/FI-HCI-00034676.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021756.jpg","Folder-FI-HCI-0021756","",,,
"FI-HCI-00034676","athamanticum","","Alpes de Fende ","",1843,"Renter","FI-HCI-00034676","/CP1_20240402_BATCH_0001/FI-HCI-00034676.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021756.jpg","Folder-FI-HCI-0021756","",46.8873983,9.6567822,"alps"
"FI-HCI-00034689","","","Alpi Marittime, Col della Massalena*","",1887,"J.C. ","FI-HCI-00034689","/CP1_20240402_BATCH_0001/FI-HCI-00034689.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021757.jpg","Folder-FI-HCI-0021757","",44.4222153,6.8978208,"maddalena pass, 04530 val-d'oronaye, france"
"FI-HCI-00034708","Meum athamanticum jac.","","Busia.*","",1882,"ex herb. Adr. Fiori ","FI-HCI-00034707","/CP1_20240402_BATCH_0001/FI-HCI-00034707.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021760.jpg","Folder-FI-HCI-0021760","",0.4611106,34.1102266,"busia, kenya"
"FI-HCI-00034715","Meum athamanticum","","La Gianniou in Jeta, Lagi in Apreumino la muyceta.*","",1862,"!","FI-HCI-00034715","/CP1_20240402_BATCH_0001/FI-HCI-00034715.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021761.jpg","Folder-FI-HCI-0021761","",,,
"FI-HCI-00034671","athamanticum","","Garezzo","",1890,"collector unknown","FI-HCI-00034671","/CP1_20240402_BATCH_0001/FI-HCI-00034671.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021756.jpg","Folder-FI-HCI-0021756","",,,
"FI-HCI-00034747","Meum","","Regione alpine di Pizzo di Sivo neg* Abruzzi.","",1877,"Ex herb. R. Musei Florentini","FI-HCI-00034747","/CP1_20240402_BATCH_0001/FI-HCI-00034747.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021763.jpg","Folder-FI-HCI-0021763","",42.1920119,13.7289167,"abruzzo, italy"
"FI-HCI-00050395","Gaya zinylexr*","","Morene del gliauino* delte Tersiva.","2800-3100",1999,"Lino Vaccari","FI-HCI-00050395","/CP1_20240402_BATCH_0001/FI-HCI-00050395.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021848.jpg","Folder-FI-HCI-0021848","",49.4084473,22.9847303,"tershiv, lviv oblast, ukraine, 82073"
"FI-HCI-00050393","Gaya simplex Gaud","","Bena R Naua el arbali*.","2200-2800",1999,"Lino Vaccari","FI-HCI-00050395","/CP1_20240402_BATCH_0001/FI-HCI-00050395.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021848.jpg","Folder-FI-HCI-0021848","",,,
"FI-HCI-00050398","Gaya simplex Dr*","","Col de chavamaes* (ourmayeur)*.","2636?",1999,"Lino Vaccari","FI-HCI-00050396","/CP1_20240402_BATCH_0001/FI-HCI-00050396.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021848.jpg","Folder-FI-HCI-0021848","",45.7908431,6.9709421,"11013 courmayeur, aosta valley, italy"
"FI-HCI-00050540","Conioselinum gmelini hart*","","Sul circulo palari_ripa laeva Labuitnang prope Obvarsk","",1880,"Stephen Sommier","FI-HCI-00050540","/CP1_20240402_BATCH_0001/FI-HCI-00050540.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021860.jpg","Folder-FI-HCI-0021860","",,,
"FI-HCI-00050543","Conioselinum gmelini hart*","","Ripa laeva Sab Jurti in Coeissicei* Terrae firmae","",1880,"Stephen Sommier","FI-HCI-00050543","/CP1_20240402_BATCH_0001/FI-HCI-00050543.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021860.jpg","Folder-FI-HCI-0021860","",,,
"FI-HCI-00050396","Gaya zinylex Gaud*","","P.S. Demawo* ella Lauce Drandelte.","2700",1999,"Lino Vaccari","FI-HCI-00050396","/CP1_20240402_BATCH_0001/FI-HCI-00050396.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021848.jpg","Folder-FI-HCI-0021848","",,,
